SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1715797961.954157, 0.195876, -1.101333, -3.423110, -0.460922, 1.395140, 0.877944, 26.827362, 138.909485, -237.326706
1715797961.987399, -0.238223, -1.075745, -5.110723, -1.015800, 1.127828, 0.753153, 27.083786, 137.954269, -236.735062
1715797962.020799, 0.675464, -0.430208, -7.026683, -1.089934, 1.321712, 0.819370, 26.303452, 137.169815, -235.577164
1715797962.054143, -0.258723, -0.162207, -8.230068, -0.982281, 1.526596, 0.445927, 25.738693, 137.018860, -234.708389
1715797962.087369, 1.071854, 0.265906, -8.987234, -1.090039, 2.623649, -0.198529, 24.385544, 136.155365, -234.167389
1715797962.120832, 2.018761, 0.857423, -10.961403, -1.124476, 2.115438, -0.368779, 22.373840, 135.757980, -233.273682
1715797962.154240, 1.860893, 1.622371, -11.491719, -1.207371, 0.284816, 0.164916, 21.412857, 135.019241, -232.819382
1715797962.187455, -0.213982, 1.685368, -12.013505, -1.120613, 1.628989, -0.569445, 21.010376, 134.781296, -232.904892
1715797962.220938, -0.156521, 2.762759, -13.636176, -1.198404, 0.039513, -0.602947, 19.676437, 133.858032, -232.626007
1715797962.254065, -1.195455, 3.220501, -14.931588, -1.022743, -0.213483, -0.656859, 19.650711, 132.608459, -232.993958
1715797962.287396, -1.423951, 4.169203, -15.958551, -0.540335, -0.611227, -1.310479, 19.428894, 132.546860, -232.474777
1715797962.320748, 1.112107, 5.365855, -16.222362, -0.242768, -1.000660, -0.642031, 19.580093, 132.072205, -232.834274
1715797962.354073, -2.191892, 5.035006, -14.831181, -0.923189, -0.049141, -1.311703, 19.356873, 131.257614, -233.304810
1715797962.387436, 1.680281, 4.124611, -18.717120, -0.655523, 0.074924, -1.201861, 18.905960, 130.704132, -233.223846
1715797962.420917, 2.229451, 3.064578, -18.908357, 0.041841, 0.339204, -0.770076, 18.591583, 130.047089, -233.091675
1715797962.454082, 1.017386, 3.306093, -17.374871, 0.377022, 0.346728, -0.623982, 18.425552, 130.028397, -232.936157
1715797962.487395, 1.834407, 1.791761, -15.409830, 0.078089, 0.987819, -0.583121, 17.297775, 130.537094, -232.921555
1715797962.520855, 2.987814, 1.400907, -16.455498, 0.420980, 0.649933, 0.112231, 17.144699, 130.430252, -233.443192
1715797962.554165, 1.901146, 1.875258, -15.655834, 0.344228, -0.180930, 0.696502, 17.232361, 130.674179, -233.198502
1715797962.587433, 0.864606, 2.476053, -16.221016, 0.471924, -0.205689, 0.797122, 17.566132, 131.294479, -233.133224
1715797962.620823, 1.016788, 3.264045, -18.798523, 0.147815, 0.006792, 0.688722, 17.652100, 131.534348, -233.279999
1715797962.654076, 1.203535, 3.804087, -21.929241, 0.837788, -0.009990, 0.697523, 17.890259, 132.262177, -232.935699
1715797962.687413, 0.475698, 3.955820, -19.006669, 0.981365, -0.108785, 0.541383, 18.273590, 133.297653, -232.710632
1715797962.720807, 1.245583, 2.991854, -16.462381, 1.093239, 0.308633, 0.634694, 18.651489, 134.472046, -233.091248
1715797962.754186, 1.067664, 2.854637, -14.273781, 0.725789, -0.622832, 0.904185, 18.874237, 134.823303, -232.884003
1715797962.787405, -0.515950, 2.088642, -12.220005, 0.753700, -2.061628, 0.731117, 20.483017, 135.291061, -233.095474
1715797962.820836, -0.739509, 1.439214, -11.174038, 0.569662, -1.103385, 0.048403, 21.773010, 135.790985, -233.264954
1715797962.854082, -0.176872, 0.358382, -11.963227, 1.164889, -1.553531, 0.078327, 22.825211, 135.961197, -233.051605
1715797962.887501, -0.330549, 0.636259, -8.543858, 1.135898, -1.647704, -0.098856, 23.824570, 136.922821, -233.858459
1715797962.920744, -1.112855, -0.103549, -6.343288, 0.489136, -0.981569, -0.564424, 24.628510, 137.071045, -234.752029
1715797962.954075, -1.870320, -0.151882, -7.857919, 1.293703, -0.621247, -1.117017, 25.048309, 137.447418, -235.206482
1715797962.987418, -0.756867, 0.332195, -4.182820, 1.567170, -0.124098, -1.416129, 25.006454, 138.570129, -236.331451
1715797963.020751, 1.128118, 0.053570, -1.378911, 1.390416, -0.017422, -1.101821, 24.271423, 139.947403, -236.923019
1715797963.054132, 0.317681, -0.228197, -1.048062, 0.840161, -0.772377, -0.875302, 24.039795, 140.659256, -237.734787
1715797963.087419, 0.448614, -0.683245, -1.959355, 0.840524, -1.133349, -1.043665, 23.687286, 141.077972, -238.019333
1715797963.120741, 0.980276, -0.901118, -1.091906, 0.946445, -0.758014, -0.883658, 23.961761, 141.814896, -239.115448
1715797963.154191, 0.481983, -1.812111, 0.051026, 0.559026, -0.578296, -0.759456, 23.974045, 142.289612, -239.812714
1715797963.187442, 0.275333, -2.596512, 0.636558, -0.060601, -0.539588, -0.510583, 23.672485, 142.231293, -240.002304
1715797963.220848, 0.720355, -3.331681, -0.760159, -0.550561, -0.155911, -0.063362, 23.715347, 142.373306, -239.868362
1715797963.254105, -0.446519, -3.259107, -1.328183, -0.621760, 0.496215, 0.373666, 23.703705, 141.987381, -239.505707
1715797963.287600, -0.933439, -2.806902, -2.094029, -0.737672, 0.570158, 0.439319, 23.639191, 142.060547, -238.669189
1715797963.320783, -0.083498, -2.168997, -2.983175, -0.655918, 0.412642, 0.618730, 23.754791, 141.241974, -238.457260
1715797963.354061, 0.157568, -1.256208, -3.110816, -0.792195, 0.351018, 0.658859, 23.591553, 140.764465, -237.947235
1715797963.386624, 1.058836, -1.652897, -3.812317, -0.882539, 0.760424, 1.016838, 24.262115, 140.393127, -237.453781
1715797963.420240, 0.182857, -1.422904, -4.825214, -0.757129, 0.958989, 1.095915, 24.050781, 139.877518, -236.885544
1715797963.454138, 0.178518, -1.332822, -5.043386, -1.047537, 1.423021, 1.032789, 24.285217, 138.964920, -235.996368
1715797963.487433, -0.614711, -1.491887, -5.693860, -0.877584, 2.130761, 0.745579, 23.319199, 138.477173, -234.924393
1715797963.520754, -1.041927, 0.595558, -5.885546, -1.438599, 1.605749, 0.342480, 22.536774, 137.878326, -234.173233
1715797963.554163, -0.969352, -0.368109, -7.247099, -1.707028, 1.951188, -0.160588, 21.602356, 137.084534, -233.568726
1715797963.587480, -0.318130, 1.846827, -8.292168, -1.819674, 2.416800, -1.154290, 19.335403, 135.837158, -232.305161
1715797963.620761, 0.474950, 1.631200, -11.008240, -1.762169, 0.837834, -1.360103, 16.953354, 134.728790, -231.994858
1715797963.654181, 0.390704, 3.469946, -11.233744, -1.566710, 0.315272, -1.246152, 16.698029, 134.063736, -231.729507
1715797963.687420, 1.340304, 4.811747, -12.439524, -1.406795, 1.304543, -1.680863, 15.610001, 132.798035, -231.851974
1715797963.720755, 3.363105, 4.724508, -13.325827, -1.167578, 1.470775, -1.339797, 13.575241, 131.609451, -231.950684
1715797963.754086, 2.777124, 6.294207, -16.080805, -0.838204, -0.025031, -1.034713, 13.403580, 130.821579, -231.782837
1715797963.787494, 2.919579, 5.628618, -15.341895, -0.495246, -0.840436, -0.837054, 13.559250, 130.095032, -232.118027
1715797963.820759, 3.166332, 6.431125, -15.133001, -0.032776, -0.184901, -0.615078, 13.585373, 129.207748, -232.254852
1715797963.854106, 2.790741, 5.915324, -16.419585, 0.351740, 0.956878, -1.114801, 13.495346, 128.706772, -232.563995
1715797963.887414, 3.764732, 5.030816, -16.083648, 0.417462, -0.137889, -0.618935, 12.685516, 128.833176, -233.102539
1715797963.920827, 2.217180, 4.828207, -14.894927, 0.274322, -0.989287, -0.389998, 12.866760, 128.661865, -233.118805
1715797963.954139, 1.054047, 3.469647, -13.137733, -0.397844, -0.581062, -0.762527, 13.323669, 128.483429, -233.128220
1715797963.987439, 2.233491, 2.790143, -17.012449, 0.032116, 0.632403, -0.867712, 13.455139, 128.305344, -233.571121
1715797964.020765, 3.680636, 2.291401, -16.984467, 0.533411, 0.458387, -0.261535, 12.886383, 127.874237, -233.374329
1715797964.054145, 4.179378, 2.556409, -15.204078, 0.331611, -0.249412, 0.501741, 12.547623, 128.602020, -233.539230
1715797964.087421, 4.316297, 3.280804, -16.184205, 0.000991, -0.133263, 1.002333, 13.118942, 128.852066, -233.577347
1715797964.120857, 5.720646, 4.225317, -19.905243, -0.102536, -0.284013, 2.008807, 12.973907, 129.064804, -233.451309
1715797964.154095, 5.154716, 5.324854, -21.618294, 0.847744, -0.601810, 2.596877, 13.920227, 130.209396, -232.693802
1715797964.187425, 1.371129, 6.543203, -15.982344, 0.809055, 0.183144, 2.251343, 14.774765, 131.495590, -232.802673
1715797964.220954, 1.724274, 5.675156, -17.611897, 0.599863, -0.703092, 1.950402, 15.042404, 132.110947, -232.405319
1715797964.254176, 2.288707, 4.922179, -14.818612, 0.742280, -1.489511, 1.918872, 16.820892, 132.859299, -232.485580
1715797964.287420, 0.280122, 4.060716, -13.083115, 0.550155, -1.448128, 1.618540, 18.392242, 133.379944, -231.759201
1715797964.320759, -1.067664, 2.602647, -11.988067, 1.256897, -1.448990, 0.839815, 19.644989, 133.736038, -231.948059
1715797964.354182, -0.575057, 1.933916, -9.146000, 1.316163, -1.598830, 0.616366, 20.772018, 134.468094, -232.072708
1715797964.387456, -1.897854, 1.352275, -7.812879, 1.168015, -1.509696, 0.125779, 22.702240, 135.382523, -232.920670
1715797964.420014, -2.163012, 1.147421, -5.809081, 0.792764, -1.278709, -0.665739, 23.285767, 135.648239, -233.127655
1715797964.454193, 1.464054, 0.556053, -7.857770, 0.280234, -1.062702, -0.594708, 23.682739, 136.069031, -233.506805
1715797964.487502, 1.162684, -1.030405, -9.974543, 1.614190, -1.109581, -0.346360, 24.639526, 136.375748, -234.389587
1715797964.520871, -0.096217, 0.278176, -3.323002, 2.053739, -0.059268, -0.471765, 24.497467, 137.754257, -235.461807
1715797964.554175, -0.312743, -0.192733, -2.559850, 1.484559, -0.497790, -0.946914, 24.291504, 138.585861, -236.279617
